F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
16.72,-198.86,-216.2,117.89,Medium,7.98,-217.12,19705.35,-5719.84,-190.7,28393.98,352.62,196.14,7.35,45.15,210.96,1967.66,-403.4,-4592.64,3.3,-3725.84,4.44,7064.28,1767.06,2047.77,6,4,-9118.45,1320.5,-74.43,-4.86,6.15,15.81,Rest,-275.04,-1207.72,1105.45
2.66,-327.44,-153.64,95.17,Very low,10.32,-186.25,8094.87,-4405.48,-186.44,24213.51,332.4,130.38,12.12,30.15,356.88,2527.8,-102.18,-15995.08,137.79,-2714.5,7.02,5545.96,2570.94,3478.35,12,4,1267.29,537.06,-77.25,-5.78,11.62,17.27,Europe,-289.62,-732.53,428.41
20.51,-194.36,-150.21,150.02,Very high,21,-173.6,16771.74,-5548.58,-292.96,17415.24,674.46,142.41,23.97,34.41,366.96,761.18,-434.24,-10179.48,0.33,-2132.76,2.74,9643.76,1250.1,4003.02,6,6,1564.46,685.48,-82.89,-13.72,10.36,14.46,Rest,-189.69,-1248.15,486.77
46.73,-272.94,-200.93,105.42,Very high,-5.82,-159.11,-1330.29,-5187.42,-173.34,28410.66,562.5,194.79,16.29,36.48,285.51,1967.24,-288.61,-14976.26,19.41,-4053.98,6.74,9684.65,2618.98,3100.65,6,8,-2009.71,427.74,-83.7,-4.44,13.28,22.55,Rest,-237.12,-1099.56,1031.76
74.8,-257.14,-148.27,139.12,Very high,23.28,-149.16,9485.19,-4187.22,-157.96,21087.78,470.94,171.54,5.01,34.26,399.87,2298.96,-441.09,-5608.98,0.24,-1858.7,4.66,8135.5,1917.56,2895.33,6,8,3820.64,504.38,-63.78,-11.16,8.64,16.95,Rest,-361.8,-1596.71,804.53
71.74,-180.6,-198.14,132.74,High,-1.41,-167.02,940.95,-4021.26,-196.48,36231.09,567.51,132.12,7.71,39.24,330.12,2112.2,146.91,-10055.66,0.75,-3769.26,15.94,2249.13,1831.68,2129.22,15,6,2448.17,873.78,-67.65,-4.94,12.73,17.87,Europe,-347.34,-1082.98,185.34
43.92,-68.86,-182.74,106.82,High,24.24,-148.98,8148.3,-6314.66,-110.78,30597.36,515.88,170.1,22.59,36.21,373.89,2417.7,-1069.38,-10715.44,498.75,-5413.18,2.32,6019.48,2758.14,3281.4,9,10,-983.93,1101.98,-63.99,-9.86,11.4,21.13,USA,-395.64,-1333.39,3540.87
-135.89,-234.48,-186.09,101.01,Medium,62.58,-135.28,15918.78,-3962.84,-170.12,19612.71,231.03,159.4,16.29,39.09,251.31,1327.3,-235.62,-10145.44,1901.22,-3930.5,10.46,1750.25,1795.78,2335.14,15,4,2411.55,1053.76,-44.73,-11.78,11.02,26.45,UK,-117.51,-1301.02,1524.48
79.3,-206.76,-203.2,105.9,Medium,14.52,-143.51,16162.14,-4588.36,-128.36,32923.62,561.51,193.13,0.93,24.3,182.76,2296.06,-491.19,7478.84,23.82,-3995.02,36.12,4462.8,2353.84,2195.1,18,6,-5644.35,575.84,-88.26,-4.44,6.05,17.88,Europe,-435.75,-1791.06,2583.81
50.74,-239.06,-206.57,52.64,Very low,7.5,-162.42,11533.32,-4449.24,-226.76,36566.85,581.22,96.15,16.17,42.75,354.09,2429,-971.35,4156.62,0.75,-3623.12,12.58,8331.37,2212.06,1573.83,18,8,5347.77,1783.56,-80.34,-12.12,15.54,18.06,Europe,-208.32,-1263.65,-1312.55
53.38,-229.4,-200.73,125.98,Low,9.66,-42.79,7153.38,-3307.32,-260.64,28215.72,611.97,163.4,30.45,27.96,185.55,1482.26,-56.08,-8120.64,0.03,-2222.94,27.88,6128.77,2806.42,1731.84,15,6,-762.33,1143.94,-70.47,-8.2,5.74,8.88,Rest,-433.32,-1119.84,-149.45
-28.26,-139.76,-175.2,132.67,Very low,8.37,-109.39,10784.64,-3798.14,-150.46,27538.38,628.53,190.96,7.05,34.11,156.69,1988.24,-321.89,-7000.02,100.02,-3636.76,2.48,7333.87,2276.32,2173.41,15,10,-4163.05,553.66,-75.57,-3.3,3.9,19.22,Rest,-232.38,-1416.96,601.49
56.3,-273.56,-216.52,139.74,Low,21.96,-174.58,12454.71,-2478.24,-73.12,18959.94,596.85,166.09,-3.51,34.89,170.76,2442.24,-120.31,-6012.46,15.18,-4279.58,8.84,9621.81,2142.18,3852.96,3,10,2377.06,631.76,-72.57,-5.9,15.23,15.8,Europe,-474.33,-984.34,1821.42
30.39,-150.12,-228.44,62.92,Low,39.96,-221.58,-796.05,-4994.32,-88.46,36948.63,617.73,155.74,13.05,25.92,102.72,3379.06,176.95,-12218,7.26,-3637.52,3.6,8587.95,2241.46,2189.52,6,10,937.99,2095.46,-66.36,-5.84,12.59,20.03,Rest,-431.04,-918.34,273.91
93.97,-195.38,-208.28,160.96,Very high,8.34,-150.93,5679.48,-4289.52,-260.3,35545.2,535.77,178.1,22.98,39,241.11,1638.28,-637.63,-7895.44,7.35,-5153.66,4.24,8948.25,3323.44,1913.22,12,6,-2273.28,736.86,-79.11,-6.88,14.29,20.14,USA,-366.75,-1309.63,3154.9
65.16,-286.64,-145.07,159.21,Very low,16.14,-203.08,-9313.56,-4532.98,-276.2,28792.92,645.39,224.64,5.37,31.77,351.45,2985.38,-74.03,-6703.62,65.19,-2202.16,11.78,5971.53,1950.86,2631.96,9,8,-2789.76,874.02,-54.21,-9.88,11.83,14.95,USA,-258.51,-751.6,-102.48
79.25,-157.72,-175.33,77.55,Very low,12.87,-148.13,2834.82,-4113.5,-174.3,17576.28,435.66,165.73,6.24,47.79,271.86,1946.92,-628.7,-14331.06,0.36,-1519.68,7.86,7083.55,2935.74,2399.13,9,6,-2922.52,2336.36,-57.84,-4.82,9.23,19.89,Rest,-296.04,-1236.27,146.36
112.52,-227.74,-283.65,45.19,Low,35.25,-205.43,14058.33,-5243.96,-233.02,28132.86,800.46,135.68,7.14,23.46,403.2,2077.88,-106.29,13129.9,0.21,-4063.32,5.02,5048.46,1982.84,2275.29,12,6,-4951.66,124.3,-73.71,-6.3,8.4,22.43,Europe,-342.93,-1119.87,-128.78
-43.52,-96.58,-179.08,140.76,Very low,17.19,-147.95,19094.91,-5137.8,-333.68,36197.25,493.95,289.45,6.15,43.59,343.53,2423.64,-158.93,-7664.78,0.03,-3769.56,2.86,4985.52,2039.02,3708.09,9,6,882.47,1789.62,-64.23,-4.96,13.3,15.61,UK,-347.55,-1899.75,1201.67
56.2,-99.74,-191.66,57.48,Very high,43.95,-174.99,-12486.93,-3849.56,-218.2,15263.4,486.42,204.76,38.04,26.34,513.93,2182.58,-579.26,-20097.56,2.55,-3875.92,1.06,8465.19,2835.84,2839.35,6,2,-7473.39,1078.18,-68.67,-23.54,11.81,18.35,Rest,-289.41,-1806.15,337.46
128.67,-244.32,-195.85,147.12,Low,17.13,-150.07,12522.33,-4773.52,-180.96,15008.73,668.64,139.78,13.32,51.6,320.55,2925.02,-522.67,-9206.78,2.31,-4239.34,0.92,12054.09,1593.54,1723.41,18,6,-814.36,1311.34,-75.27,-9.28,12.59,16.82,USA,-318.84,-1441.41,463.25
5.7,-242.9,-127.82,125.31,Medium,-26.16,-155.51,22202.73,-3705.54,-186.84,33206.13,495.81,188.29,15.03,38.43,465.69,1955.74,58.14,-6974.96,1.41,-3989.72,5.16,2076.3,2592.08,-158.37,9,12,-4812.1,303.06,-71.88,-17.34,-2.43,13.35,USA,-221.46,-801.53,-123.86
110.85,-75.6,-186.21,89.32,Low,-9.39,-200.83,28533.78,-4276.68,-116.66,33031.2,573.6,159.58,21.39,37.08,250.74,2729.72,-459.18,-11501.98,5.67,-5321.52,11.8,11683.04,2015.16,966.99,6,10,4315.6,-785.02,-59.79,-2.48,19.76,17.2,USA,-224.88,-861.22,2928.41
114.17,-33.96,-256.11,122.55,Very low,2.22,-224.9,19391.58,-5645.92,-46.62,30622.2,396.21,176.46,16.68,19.35,267.09,2083.18,-46.66,-6296.92,268.26,-3944.48,3.62,6409.05,2455.3,2564.82,12,10,2180.6,713.3,-73.65,-10.42,15.17,16.12,UK,-313.41,-1036.05,590.33
114.48,-199.82,-272.53,131.27,Low,15.39,-156.04,8860.23,-3606.86,-74.88,16719.15,589.65,143.58,1.17,41.28,395.79,2161.16,-227.51,-16180.14,3.39,-3730.64,8.9,7112.58,2023.28,3354.39,21,10,-1288.08,966.72,-75.63,-4.32,10.41,20.05,UK,-436.83,-1268.91,105
46.84,-186.82,-201.48,111.64,Medium,11.46,-152.47,13456.5,-4350.86,-129.9,28671.06,433.62,174.37,4.98,45.6,259.8,1764.2,-239.56,-2616.38,2.1,-3584.08,6.16,4365.51,3301.02,1337.73,9,10,-10414.63,490.4,-78.21,-14.82,9.22,19.92,USA,-256.89,-962.88,-51.14
36.48,-235.06,-209.52,121.66,High,10.23,-93.19,17149.98,-3756.88,-221.08,19573.68,897.75,189.14,27.03,39.84,214.26,1732.82,-21.69,-11696,39.63,-4717.44,10.72,7259.47,2568.16,3535.11,9,8,-3292.22,763.92,-70.53,-5.16,11.07,10.04,Europe,-420.33,-1123.2,2623.65
70.75,0.14,-210.81,117.34,Very high,20.61,-233.36,1312.65,-3881.1,-206,21482.73,612.45,142.41,12.03,35.25,92.04,980.84,-105,5610.7,25.56,-2962.68,6.44,8878.09,1385.42,2629.92,15,8,-2443.1,699.34,-74.28,-3.36,13.3,17.83,Rest,-270.3,-1353,900.86
54.47,-202.42,-231.92,101.34,Very high,12.27,-167.77,3064.89,-5269.16,-295.04,21892.29,430.47,190.45,11.16,38.07,155.19,1406.04,-559.84,-14856.58,3.81,-3884.2,1.62,9443.94,2076.74,1908.75,6,6,-2781.71,1145.56,-41.4,-10.94,13.94,17.59,USA,-290.64,-1658.56,3550.21
-14.2,-112.98,-237.1,100.96,Low,28.11,-74.36,9560.94,-6713.1,-262.34,16070.01,612.75,149.23,6.03,30.21,310.5,2098.66,-217.08,-19667.14,239.31,-3716.68,8.66,3844.35,2612.86,1666.8,6,4,-40.03,-3.74,-60.72,-8.46,15.57,20.73,USA,-384,-853.01,2394.06
38.65,-195.98,-188.92,113.31,Low,7.29,-135.45,9845.25,-4599.26,-50,10852.32,606,182.41,9.72,42.06,187.59,2414.84,-812.89,-6630.84,116.85,-3165.96,5.6,8951.82,2366.48,2761.65,0,10,-5520.27,485.04,-87.6,-27.78,11.88,18.94,Europe,-198.45,-1305.74,-558.28
2.39,-61.1,-205.7,64.43,Very high,29.97,-99.99,8094.87,-4866.62,-157.24,29270.91,550.53,140.53,2.19,33.9,198.72,1964.94,-590.8,-5595.9,0.12,-3781.6,4.84,8118.94,2741.98,2433.93,15,6,-368.7,172.02,-80.61,-8.04,14.95,18.29,Europe,-308.52,-1390,920.68
9.23,-298.18,-184.92,95.17,Low,2.37,-220.11,6032.04,-4229.36,-191.84,29275.65,423.87,101.09,12.72,35.49,358.5,1892.6,-106.76,-15857.28,0.27,-4806.02,3.56,-479.89,2465.9,2218.89,6,6,-55.52,849.04,-72.99,-15.64,13.98,19.96,Rest,-329.31,-1426.33,60.01
48.58,-213.82,-220.8,90.42,Medium,14.52,-153.45,15240.45,-3662.44,-141.16,17841.03,507.36,180.09,6.27,39.66,304.8,1567.6,-23.51,-10435.18,2643.51,-3809.2,6.98,9450.19,1572,1741.32,18,10,-2674.27,1173.22,-55.29,-13.94,12.29,21.87,Rest,-403.59,-1608.98,676
53.43,-250.8,-196.22,145,Very high,30.3,-139.51,15820.11,-4086.9,-244.34,27695.49,407.01,179.57,20.94,35.97,327.93,1845.74,-839.18,-5207.38,21.57,-4991.04,6.14,5475.74,2012.1,2885.04,9,14,1544.39,2279.34,-86.13,-6.68,12.64,19.58,Europe,-337.05,-1062.2,2246.86
59.81,-174.74,-205.59,106.64,Low,8.01,-126.63,10001.91,-4192.88,-212.82,22343.34,570.12,228.57,9.42,38.16,257.34,3463.22,-486.99,-8614.24,7.59,-4627.38,3.02,8893.6,2829.32,2961.3,12,2,-1313.19,1167.2,-80.19,-2,13.39,18.55,UK,-344.88,-1064.73,1432.73
38.4,-168.4,-218.92,153.82,Medium,43.41,-165.33,2260.53,-4156.76,-162.6,27109.2,549.09,245.62,-7.5,35.58,185.67,1911.2,-174.11,-6187.92,2.85,-4310.12,5.54,6057.15,2219.14,1737.33,21,0,-3651.26,1398.64,-84.57,-1.74,-8.64,9.26,USA,-281.04,-819.07,280.03
7.43,-140.94,-137.71,173.17,Medium,20.94,-142.85,3139.98,-4158.96,-190.24,15947.82,266.01,162.45,4.92,37.74,254.58,2288.16,-707.09,-1737.1,0.33,-5812.14,9.04,10024.19,1116.04,2822.01,3,16,572.44,23.34,-67.35,-5.32,6.47,22.06,USA,-237.6,-1873.08,3091.09
61.76,-170.78,-191.86,104.22,High,28.17,-127.63,11188.47,-4934.48,-196.76,22478.61,284.28,200.58,-6.18,70.23,242.04,2307.86,-603.34,-8945.06,147.51,-3953.72,4.92,4345.22,2441.62,3594.57,9,6,-653.24,589.96,-80.49,-5.48,12.1,18.67,Rest,-209.31,-1354.43,1493.22
1.66,-225.56,-134.06,126.01,Very low,22.47,-181.38,8564.46,-4348,-209.18,20999.31,724.77,192.82,1.38,41.94,97.41,1679.82,-714.75,-5809.06,0.06,-3442.4,4.4,7701.67,1098.02,420.06,12,6,3050.76,675.88,-116.1,-5.64,12.25,19.26,USA,-394.11,-1848.51,852.47
70.2,-200.5,-314.59,59.35,Medium,15.63,-160.94,1655.46,-4422.9,-271.28,21981.72,542.4,186.2,20.94,47.46,308.61,2408.7,-615.09,-6064.92,0,-3822.66,2.04,8015.99,1769.3,2780.16,12,10,1097.51,685.46,-73.74,-5.14,10.2,13.77,USA,-382.44,-1025.79,-111.36
-16.39,-263.94,-218.21,94.06,Low,4.98,-153.21,5841.45,-4932.38,-216.14,40820.67,536.55,166.96,16.08,52.92,246.72,3448.88,-381.14,-11247.74,9.09,-4256.68,4.72,7219.22,2378.38,1035.18,9,8,-5208.62,1559.4,-83.73,-4.16,11.29,16.12,Europe,-201.09,-1586.31,2523.35
162.59,-171.92,-181.97,127.47,Very high,9.63,-122.54,1117.8,-4088.14,-118.58,25112.49,702.93,216.57,14.28,48.33,360.3,2565.66,-442.12,-17241.32,43.65,-3210.8,0.32,8917.62,1959.68,1222.14,6,4,-204.89,15.48,-113.25,-9.06,4.19,9.81,UK,-353.55,-1163.9,1954.93
25.24,-292.9,-210.4,106.73,Very high,24.15,-156.46,9037.89,-4331.98,-173.86,26749.92,505.83,205.84,15.51,21.69,276.42,1263.06,-343.39,-11386.2,22.74,-4373.8,2.8,11243.4,2905.66,2209.98,9,8,-932.9,626.54,-65.46,-2.68,9.72,11.25,Europe,-396.75,-999.82,2646.19
27.31,-25.06,-206.37,110.05,Very high,-33.57,-109.94,16560.27,-4112.46,-289.32,39267,504.54,263.65,19.8,34.71,188.19,1060.82,-959.59,1227.18,37.83,-4325.22,15.54,4800.12,2100.08,2855.82,15,6,-854.92,1253.62,-75.63,-10.96,12.06,14.35,Rest,-397.98,-1155.45,593.5
86.74,-294.08,-173.97,90.43,Medium,37.02,-179.9,20088.18,-4532.52,-167.96,23679.93,487.56,90.8,14.91,40.38,284.16,1823.6,-407.18,-16472.5,0.09,-4019.58,8.54,3423.42,1383.2,2631.06,12,8,325.07,440.38,-58.44,-3.16,11.54,12.07,Europe,-376.17,-957.54,342.65
43.52,-184.54,-66.29,187.44,Medium,23.34,-162.02,22295.7,-3340.84,-191.46,27703.08,505.17,154.38,3.48,35.91,149.34,2404.82,-855.67,-3929.5,76.44,-3470.88,7.5,3643.37,2403.68,2172.45,6,2,-66.74,1172.4,-80.4,-10.08,9.48,18.55,Europe,-283.74,-1087.71,2685.9
142.46,-222.16,-186.7,168.85,High,17.49,-213.39,17726.37,-6909.5,-88.7,18111.45,552.69,244.9,4.38,49.98,187.89,2438.98,-619.88,-1785.06,8.43,-3601.46,7.12,6846.41,2491.94,2699.67,12,2,-2606.49,1455.32,-61.89,-15.08,9.52,16.51,UK,-393.3,-1165.53,942.23
79.89,-251.88,-174.15,107.15,High,12.03,-224.56,18039.42,-4767.72,-181.84,19605.09,796.11,139.73,13.65,42.03,351.75,374.94,13.86,-13977.78,0.66,-4396.3,8.88,3603.17,1032.46,339.72,18,6,546.04,284.84,-40.56,-6.56,14.9,18.78,Rest,-301.26,-1450.16,429
33.15,-222.6,-252.51,81.76,Low,22.74,-140.61,18205.86,-3250.82,-165.14,194.58,345.3,129.27,9.45,22.59,310.71,3081.9,-375.1,-20399.26,2.4,-5604.78,8.88,10175.5,1283.74,1911.51,15,16,1804.66,232.14,-76.71,-21.88,11.59,11.75,UK,-287.28,-1378.18,-1007.1
2.93,-246.38,-123.52,116.34,Very high,16.65,-237.83,2401.71,-4502.58,-299.34,14793,701.64,208.26,9.87,39.21,244.41,1953.2,-378.34,-7090.74,2.94,-4033.88,3.48,7849.7,2605.9,3193.98,18,6,-1700.85,1034.88,-95.88,-9.76,10.43,35.92,USA,-261.48,-773.55,-8.2
103.39,-285.64,-179.79,99.42,High,19.14,-129.71,7646.25,-4379.92,-134.76,23892.87,451.05,157.1,8.16,36.3,-26.1,2355.5,-110.07,-767.96,0.03,-2689.88,13.78,8216.94,2368.42,2069.31,12,4,890.06,1890.6,-100.29,-7.64,11.69,26.66,Rest,-286.98,-1119.23,121.1
85.06,-205.28,-261.95,161.74,Low,3.9,-212.48,-2580.03,-4301.54,-260.18,36313.71,560.91,157.5,26.73,32.88,253.92,1479.48,-396.7,-5231.92,72.63,-2946.56,1.7,10542.63,2160.6,3575.19,9,12,1800.55,740.94,-70.41,-6.62,12.02,18.96,UK,-264.3,-1205.12,697.07
63.3,-226.82,-207.6,116.73,Low,10.23,-152.76,20442.39,-5747.38,-96.74,24267.6,596.67,183.24,29.25,27.51,342.21,1666.58,68.94,-6173.84,0.06,-3839.46,7.14,5775.59,2638.84,2776.86,12,6,1099.94,1423.44,-82.41,-4.12,7.31,22.95,Europe,-182.94,-1298.01,617.44
43.33,-235.78,-200.59,94.8,Very low,21.57,-211.85,5596.8,-4283.7,-137.4,12429.54,511.74,111.16,10.68,37.35,398.37,1692.98,-56.88,-7123.8,62.58,-4903.44,2.46,6980.69,2569.42,1605.09,12,8,3041.24,-41.02,-73.41,-4.7,9.93,16.8,USA,-517.23,-1425.16,2147.25
13.35,-328.5,-227.26,76.46,High,-1.5,-183.63,7286.82,-1335.3,-155.92,18199.92,641.4,173.01,12.36,20.55,264.03,1838.8,49.73,-5753.22,115.02,-4069.76,8.28,7489.48,1997.06,2671.44,6,4,-781.35,894.3,-80.58,-7.2,8.58,16.58,Europe,-363.24,-1205.11,2787.46
40.7,-93.92,-220.15,96.39,High,-8.55,-169.32,4588.2,-4773.74,-190.58,12870.33,593.73,158.2,14.61,32.76,130.47,1776.28,-340.88,-1563.2,0.87,-3644.1,8.98,12150.14,3119.84,1026.51,24,10,-3798.69,636.42,-79.59,-12.22,13.36,20.1,UK,-354.78,-1299.02,-660.57
-2.82,-249.54,-196.93,50.9,Very high,0.87,-178.21,5822.22,-3573.48,-93.06,27703.5,599.79,166.6,7.95,23.22,210.15,2389.44,-675.17,-8773.78,0.3,-3293.28,3.92,10223.26,2643.98,2324.58,9,8,3398.41,761.92,-89.58,-6.3,18.93,17.79,USA,-473.61,-954.41,1225.13
66.8,-207.46,-230.31,98.38,High,23.67,-109.07,6636.72,-4732.08,-199.14,22326.03,501.24,194.89,-2.13,36.18,283.56,1205.4,-287.11,-11530.08,0.24,-3934.9,18.02,5408.86,2962.02,2225.61,3,6,-1375.97,-266.64,-72.81,-2.08,13.14,20.83,Rest,-360.12,-1246.77,920.94
54.37,-176.54,-170.44,133.18,Very low,14.46,-155.32,13197.27,-4401.34,-203.94,37376.55,547.26,191.71,10.02,33.6,367.86,1816.86,-500.26,-14555.34,541.86,-3715.8,4.4,6703.61,2780.14,1356.39,12,12,-1718.04,1068.02,-70.32,-7.5,13.89,22.89,Rest,-334.53,-1338.84,543.04
57.34,-200.34,-214.26,101.55,Low,14.97,-89.79,3171.03,-4538.7,-117.72,11169.6,596.76,247.47,12.33,72.42,456.66,1586.56,27.1,-5700.28,0.57,-4061.22,9.16,8805.22,2837.76,1383.9,12,8,1630.17,1481.28,-65.7,-8.72,12.04,17.82,Europe,-328.02,-1271.23,-720.03
119.05,-199.8,-186.25,107.52,Medium,19.65,-181.74,22217.07,-4198.68,-88.6,32348.85,614.43,154.04,16.98,31.02,238.71,2108.1,-279.52,-5294.56,0.15,-3994.62,5.18,12096.59,2208.06,2952.24,18,8,725.92,469.56,-86.73,-6.1,8.47,19.56,Rest,-166.5,-1251.03,187.17
-30.12,-287.72,-281.2,65.31,Low,12.18,-176.79,1955.82,-4516.76,-188.3,15214.44,1232.88,159.02,-3.42,42.24,363.03,1658.4,-1096.2,-10521.38,1.2,-3684.76,0.84,9448.91,3811.84,2036.07,15,6,-207.6,488.36,-92.4,-3.16,11,15.54,UK,-129.78,-1349.99,613.67
68.44,-178.18,-210.7,131.22,High,11.91,-104.3,7799.76,-5411.56,-196.4,25789.17,430.68,77.28,12.69,40.77,97.53,2596.54,-548.07,-7063.86,13.11,-4317.08,7.12,6180.21,2264.38,3758.34,9,6,884.78,1121.16,-58.86,-11.54,13.73,24.76,Rest,-200.16,-903.01,360.55
36.71,-136.2,-172.2,106.99,Medium,7.17,-164.13,1681.14,-5209.04,-293.3,27543.33,583.74,205.52,12.18,35.19,179.85,2804.66,-594.4,-7810.16,0.54,-4479.86,7.72,2521.66,1780.06,2780.64,15,10,1694.5,1247.18,-71.55,-11.46,8.03,21.81,UK,-303.81,-1231.42,-344.83
33.04,-225.24,-189.08,118.75,Very high,24.57,-165.59,9173.94,-4467.44,-135.42,16631.37,656.22,175.95,15.87,51.24,169.59,1949.24,-885.54,-9812.52,5.19,-3947.12,8.44,9519.17,2097.42,4045.11,24,10,2938,2067.12,-71.67,-8.84,9.48,17.83,Europe,-419.49,-1255.61,-148.76
53.61,-203.88,-241.93,132.44,High,27.3,-145.4,8375.4,-4197.14,-334.68,31678.8,416.01,217.95,15.99,35.67,252.15,2327.88,-280.17,788.42,0.12,-3420.18,2.04,8363.16,2211.88,699.6,12,2,-8981.64,1114.62,-82.53,-5.14,14.5,15.17,UK,-395.19,-1294.22,1174.69
5.77,-237.9,-171.68,188.08,Very high,3.96,-138.15,1266.24,-4064.98,-231.48,35603.34,518.34,150.54,3.66,20.07,201.54,2152.32,-720.46,-7205.8,0.72,-4376.72,22.84,7729.13,3241.28,1772.28,9,12,-2663.91,402.2,-77.22,-8.32,13.67,15.65,USA,-286.32,-1271.78,939.42
52.62,-217.18,-197.71,167.13,Low,0.72,-238.55,7625.61,-4110.98,-232.52,28841.61,677.85,176.92,17.01,22.83,358.56,1707.62,-487.92,-11116.46,39.3,-2415.46,10.88,5113.49,2433.1,3271.05,9,8,-21.6,1047.52,-58.41,-2.24,11.99,18.79,USA,-176.67,-1660.33,3668.71
4.9,-232.62,-208.39,73.92,High,13.62,-262.02,10042.29,-4183.7,-105.52,22012.11,425.01,163.69,14.37,28.44,430.08,1463.74,-709.85,-8362.9,1.71,-3549.46,3.64,5910.19,2587.9,2138.64,3,8,-2390.31,1168.68,-63.69,-3.1,6.16,15.7,Rest,-393.12,-1376.26,1296.89
49.93,-339.62,-166.31,148.32,Low,36.21,-157.95,13228.44,-4511.2,-112.54,31942.65,280.89,197.03,6.96,37.77,258.81,2491.22,-517.4,-15251.82,30.48,-4292.34,11.9,5517.88,2493.72,2383.47,18,10,489.45,643.76,-81.63,-6.84,12.4,14.4,Europe,-354.27,-771.39,-788.19
9.44,-290.02,-157.71,92.24,Very low,9,-195.58,16367.46,-3810.18,-92.12,29646.12,594.96,84.94,-3.45,34.86,283.35,2271.24,-657.42,-466.66,1.08,-2350,2.24,10418.39,1116.4,2309.7,12,4,-1262.89,504.8,-73.98,-3.72,9.31,20.11,Rest,-309.15,-771.98,141.67
61.3,-315.64,-166.42,63.62,Medium,14.34,-217.14,18298.26,-4057.82,-119.88,42974.61,571.29,227.11,0.39,39.81,191.73,2342.64,-425.66,-8363.12,7.2,-4347.58,1.94,5115.68,1302.04,3113.67,15,2,171.05,2265.66,-71.88,-17.9,5.67,21.44,Europe,-325.29,-969.29,-689.33
106.12,-300.34,-194.39,90.91,Medium,11.01,-150.13,18920.01,-4569.34,-175.2,26578.95,482.25,215.07,12.96,29.22,222.18,3157.2,-360.51,-6645.38,5.01,-3882.7,8.52,238.87,2549.04,2886.45,9,6,-844.22,1327.9,-93.03,-33.92,13.3,23.25,Europe,-232.59,-777,-1514.67
35.88,-79.36,-303.28,111.87,High,12.18,-153.23,23769.96,-5155.8,-175.76,23934.66,481.26,191.95,10.44,31.35,35.79,2157.52,-439.56,1581.02,712.08,-4075.4,5.5,10312.17,1759.16,1134.24,15,4,-2490.44,613.38,-71.76,-18.76,8.16,16.4,Europe,-330,-1185.04,1719.67
5.46,-29.1,-217.91,73.91,Medium,3.75,-199.64,26789.43,-3932.1,-103.84,26089.86,640.38,170.39,24.99,30.21,129.09,2022.9,-838.38,-15502.44,9.39,-3799.72,25.28,1908.3,1218.7,3738.93,3,8,-5335.62,1033.72,-66.06,-12.48,16.22,14.83,UK,-238.14,-1979.01,2420.4
20.06,-241.02,-220.49,66.45,Medium,8.64,-179.81,-12300.48,-4144.36,-218.04,22044.18,589.8,118.98,9.99,54.12,336.15,2679.36,-693.52,7323.72,3.09,-2004.26,8.98,10014.42,2352.1,3317.88,12,12,-2474.41,756.34,-77.88,-3.66,20.51,9.08,UK,-358.53,-1471.16,694.79
15.2,-135.76,-182.29,98.4,Very low,3.93,-101.73,10214.88,-4401.56,-202.4,30324.36,500.25,147.97,-1.53,32.61,369.51,3293.92,-454.34,-8738.56,0.12,-3971,24.44,5917.62,2096.92,3324.33,3,6,-5746.37,412.26,-72.93,-10.34,20.47,19.99,Europe,-375.69,-1035.68,-698.81
75.8,-215.22,-143.38,120.79,Very low,-0.48,-140.43,24184.5,-4463.68,-115.4,22626.51,750.27,187.08,1.77,35.73,184.23,1445.04,-866.79,852.32,18.24,-4135.38,14.2,9932.97,1592.44,2128.5,21,4,-112.09,1504.8,-66.96,-9.14,12.78,12.95,Europe,-302.28,-709.29,-1151.57
50.86,-271.74,-168.19,125.58,Medium,9.63,-178.55,19346.31,-3882.56,-293.06,33377.04,784.32,188.01,6.81,37.89,289.95,2167.16,-599.27,-17754.6,0.3,-4551.9,6.3,3795.86,2950.02,3943.95,6,4,2664.95,2160.5,-91.56,-10.44,10.62,20.36,USA,-247.53,-1248.4,1921.13
45.59,-196.62,-213.36,106.48,Medium,28.62,-153.61,14809.23,-4998.2,-175.74,25523.88,501.87,161.13,12.36,32.82,385.26,3000.8,-279.47,-4059.24,23.88,-3060.46,13.9,8999.92,2671.78,2716.47,9,10,-1539.51,1527.14,-88.29,-5.86,10.34,15.81,UK,-343.98,-656.52,759.46
45.29,-198.74,-215.1,118.43,Medium,23.22,-162.83,18443.91,-4605.74,-160.4,44808.3,562.2,174.6,8.01,39.81,185.82,2620.24,-618.1,-9470.48,16.83,-3800.56,5.74,15752.01,1642.36,2135.07,12,10,-1317.92,1318.24,-75.45,-5.6,12.7,4.42,UK,-246.39,-865.97,910.77
134.6,-307.56,-213.35,131.45,High,4.08,-158.1,-655.11,-4981.78,-73.92,20190.21,457.5,181.43,15,43.11,237.09,1418.5,-158.37,-6420.98,0,-5887.74,9.02,7566.64,2167.98,2172.27,12,4,-1768.22,1400.08,-73.53,-6.44,8.16,18.6,UK,-421.74,-1505.73,179.21
